Target_Crop,Soil_Type,Batch_NPK_Profile,Rec_Dose_g_per_pot,Apply_Freq_Days,Compatibility_Score
Kamatis (Tomato),Volcanic / Silt Loam,High Phosphorus & Nitrogen (P-N Rich),24.3,14,95.7
Talong (Eggplant),Clay Loam,Organic Soil Conditioner (High Carbon),34.0,14,67.9
Kangkong,Sandy Loam,Organic Soil Conditioner (High Carbon),43.1,7,66.7
Kangkong,Clay Loam,High Nitrogen & Fiber (N-Rich),17.2,7,96.3
Sili (Chili Pepper),Sandy Loam,High Phosphorus & Nitrogen (P-N Rich),27.9,10,65.3
Pechay,Volcanic / Silt Loam,Organic Soil Conditioner (High Carbon),34.8,7,77.2
Talong (Eggplant),Clay Loam,Organic Soil Conditioner (High Carbon),34.0,14,66.2
Sili (Chili Pepper),Volcanic / Silt Loam,High Nitrogen & Fiber (N-Rich),23.1,10,79.4
Talong (Eggplant),Sandy Loam,High Nitrogen & Fiber (N-Rich),50.5,14,75.2
Pechay,Sandy Loam,Balanced Organic (High C / Moderate K),42.7,7,93.1
Pechay,Volcanic / Silt Loam,Organic Soil Conditioner (High Carbon),35.7,7,65.7
Sili (Chili Pepper),Clay Loam,Balanced Organic (High C / Moderate K),20.2,10,94.1
Pechay,Clay Loam,Organic Soil Conditioner (High Carbon),30.4,7,65.5
Kamatis (Tomato),Sandy Loam,Balanced Organic (High C / Moderate K),31.2,14,92.4
Kangkong,Volcanic / Silt Loam,High Nitrogen & Fiber (N-Rich),20.5,7,94.9
Sili (Chili Pepper),Volcanic / Silt Loam,High Phosphorus & Nitrogen (P-N Rich),22.5,10,73.8
Talong (Eggplant),Clay Loam,High Nitrogen & Fiber (N-Rich),34.7,14,79.6
Kamatis (Tomato),Clay Loam,Balanced Organic (High C / Moderate K),21.1,14,90.6
Sili (Chili Pepper),Clay Loam,Balanced Organic (High C / Moderate K),17.5,10,91.1
Pechay,Volcanic / Silt Loam,High Phosphorus & Nitrogen (P-N Rich),34.6,7,68.9
Pechay,Clay Loam,Organic Soil Conditioner (High Carbon),29.9,7,80.3
Pechay,Clay Loam,Balanced Organic (High C / Moderate K),30.7,7,94.8
Pechay,Sandy Loam,Balanced Organic (High C / Moderate K),44.4,7,93.2
Talong (Eggplant),Clay Loam,Balanced Organic (High C / Moderate K),21.1,14,89.4
Kamatis (Tomato),Clay Loam,High Phosphorus & Nitrogen (P-N Rich),21.2,14,92.6
Kangkong,Volcanic / Silt Loam,High Nitrogen & Fiber (N-Rich),18.3,7,93.0
Talong (Eggplant),Volcanic / Silt Loam,Balanced Organic (High C / Moderate K),25.0,14,93.7
Talong (Eggplant),Sandy Loam,High Phosphorus & Nitrogen (P-N Rich),30.3,14,90.7
Kangkong,Clay Loam,Balanced Organic (High C / Moderate K),31.3,7,90.0
Kangkong,Sandy Loam,Organic Soil Conditioner (High Carbon),42.9,7,77.4
Pechay,Volcanic / Silt Loam,High Phosphorus & Nitrogen (P-N Rich),33.1,7,76.5
Talong (Eggplant),Sandy Loam,Balanced Organic (High C / Moderate K),30.8,14,92.1
Sili (Chili Pepper),Volcanic / Silt Loam,High Phosphorus & Nitrogen (P-N Rich),23.0,10,75.9
Kangkong,Sandy Loam,Balanced Organic (High C / Moderate K),43.7,7,97.6
Kangkong,Sandy Loam,High Nitrogen & Fiber (N-Rich),25.3,7,89.9
Kamatis (Tomato),Clay Loam,Balanced Organic (High C / Moderate K),20.5,14,91.3
Sili (Chili Pepper),Sandy Loam,High Phosphorus & Nitrogen (P-N Rich),27.3,10,65.3
Sili (Chili Pepper),Clay Loam,Organic Soil Conditioner (High Carbon),19.0,10,80.8
Kangkong,Clay Loam,Organic Soil Conditioner (High Carbon),29.2,7,77.2
Pechay,Clay Loam,Organic Soil Conditioner (High Carbon),30.3,7,69.0
Kamatis (Tomato),Clay Loam,Balanced Organic (High C / Moderate K),20.8,14,93.7
Sili (Chili Pepper),Sandy Loam,High Nitrogen & Fiber (N-Rich),26.8,10,70.5
Kangkong,Volcanic / Silt Loam,Balanced Organic (High C / Moderate K),35.5,7,89.8
Sili (Chili Pepper),Volcanic / Silt Loam,Organic Soil Conditioner (High Carbon),21.5,10,67.8
Kamatis (Tomato),Volcanic / Silt Loam,High Phosphorus & Nitrogen (P-N Rich),25.2,14,88.3
Kamatis (Tomato),Sandy Loam,Organic Soil Conditioner (High Carbon),50.0,14,70.6
Talong (Eggplant),Clay Loam,High Phosphorus & Nitrogen (P-N Rich),21.9,14,89.3
Kangkong,Volcanic / Silt Loam,High Nitrogen & Fiber (N-Rich),20.1,7,96.6
Kamatis (Tomato),Sandy Loam,High Phosphorus & Nitrogen (P-N Rich),31.6,14,94.8
Talong (Eggplant),Clay Loam,Balanced Organic (High C / Moderate K),19.7,14,89.0
Talong (Eggplant),Volcanic / Silt Loam,Balanced Organic (High C / Moderate K),26.4,14,95.5
Sili (Chili Pepper),Clay Loam,Balanced Organic (High C / Moderate K),19.0,10,96.7
Sili (Chili Pepper),Volcanic / Silt Loam,High Phosphorus & Nitrogen (P-N Rich),22.1,10,68.3
Talong (Eggplant),Volcanic / Silt Loam,Balanced Organic (High C / Moderate K),23.6,14,91.6
Sili (Chili Pepper),Volcanic / Silt Loam,Balanced Organic (High C / Moderate K),23.1,10,97.5
Kamatis (Tomato),Clay Loam,Balanced Organic (High C / Moderate K),21.2,14,94.4
Pechay,Sandy Loam,High Nitrogen & Fiber (N-Rich),25.8,7,96.5
Kamatis (Tomato),Clay Loam,High Phosphorus & Nitrogen (P-N Rich),20.9,14,91.0
Talong (Eggplant),Volcanic / Silt Loam,High Phosphorus & Nitrogen (P-N Rich),24.9,14,94.0
Talong (Eggplant),Clay Loam,Organic Soil Conditioner (High Carbon),32.8,14,70.4
Kamatis (Tomato),Sandy Loam,High Phosphorus & Nitrogen (P-N Rich),31.8,14,90.9
Sili (Chili Pepper),Clay Loam,High Nitrogen & Fiber (N-Rich),18.6,10,65.2
Sili (Chili Pepper),Sandy Loam,High Phosphorus & Nitrogen (P-N Rich),28.4,10,75.0
Talong (Eggplant),Sandy Loam,High Nitrogen & Fiber (N-Rich),50.0,14,66.4
Kangkong,Clay Loam,High Nitrogen & Fiber (N-Rich),17.9,7,95.5
Sili (Chili Pepper),Volcanic / Silt Loam,High Phosphorus & Nitrogen (P-N Rich),23.0,10,81.0
Kamatis (Tomato),Sandy Loam,Organic Soil Conditioner (High Carbon),50.0,14,79.0
Sili (Chili Pepper),Clay Loam,Balanced Organic (High C / Moderate K),18.2,10,92.4
Kamatis (Tomato),Sandy Loam,Balanced Organic (High C / Moderate K),29.5,14,91.4
Talong (Eggplant),Volcanic / Silt Loam,High Phosphorus & Nitrogen (P-N Rich),24.3,14,92.8
Sili (Chili Pepper),Clay Loam,High Phosphorus & Nitrogen (P-N Rich),20.6,10,81.6
Kamatis (Tomato),Clay Loam,High Nitrogen & Fiber (N-Rich),33.7,14,79.1
Talong (Eggplant),Clay Loam,High Phosphorus & Nitrogen (P-N Rich),19.7,14,92.0
Kangkong,Volcanic / Silt Loam,High Nitrogen & Fiber (N-Rich),18.8,7,92.1
Kamatis (Tomato),Sandy Loam,Organic Soil Conditioner (High Carbon),49.9,14,80.7
Kangkong,Clay Loam,High Phosphorus & Nitrogen (P-N Rich),29.0,7,66.7
Kangkong,Sandy Loam,Balanced Organic (High C / Moderate K),43.8,7,94.8
Pechay,Sandy Loam,Balanced Organic (High C / Moderate K),42.8,7,88.1
Sili (Chili Pepper),Volcanic / Silt Loam,High Phosphorus & Nitrogen (P-N Rich),21.9,10,70.4
Kamatis (Tomato),Clay Loam,High Nitrogen & Fiber (N-Rich),35.6,14,81.6
Kangkong,Sandy Loam,Balanced Organic (High C / Moderate K),43.4,7,97.6
Pechay,Clay Loam,High Nitrogen & Fiber (N-Rich),16.9,7,97.3
Talong (Eggplant),Clay Loam,High Phosphorus & Nitrogen (P-N Rich),21.1,14,98.0
Kamatis (Tomato),Volcanic / Silt Loam,High Phosphorus & Nitrogen (P-N Rich),25.1,14,99.0
Kangkong,Clay Loam,Balanced Organic (High C / Moderate K),30.1,7,90.8
Sili (Chili Pepper),Clay Loam,High Phosphorus & Nitrogen (P-N Rich),18.9,10,69.0
Pechay,Sandy Loam,Organic Soil Conditioner (High Carbon),43.8,7,80.4
Kangkong,Volcanic / Silt Loam,Organic Soil Conditioner (High Carbon),34.8,7,74.0
Sili (Chili Pepper),Clay Loam,Balanced Organic (High C / Moderate K),19.3,10,93.3
Kangkong,Sandy Loam,Organic Soil Conditioner (High Carbon),43.0,7,68.2
Kamatis (Tomato),Volcanic / Silt Loam,High Nitrogen & Fiber (N-Rich),39.6,14,74.4
Kamatis (Tomato),Volcanic / Silt Loam,Balanced Organic (High C / Moderate K),23.8,14,90.6
Kamatis (Tomato),Sandy Loam,Balanced Organic (High C / Moderate K),31.6,14,93.4
Pechay,Sandy Loam,High Nitrogen & Fiber (N-Rich),25.5,7,94.4
Kamatis (Tomato),Sandy Loam,Organic Soil Conditioner (High Carbon),49.3,14,66.5
Sili (Chili Pepper),Sandy Loam,Organic Soil Conditioner (High Carbon),27.9,10,78.4
Kangkong,Sandy Loam,Organic Soil Conditioner (High Carbon),42.3,7,69.3
Talong (Eggplant),Clay Loam,Balanced Organic (High C / Moderate K),20.4,14,97.4
Sili (Chili Pepper),Clay Loam,Balanced Organic (High C / Moderate K),17.8,10,89.4
Sili (Chili Pepper),Volcanic / Silt Loam,Organic Soil Conditioner (High Carbon),22.2,10,77.0
Kamatis (Tomato),Clay Loam,High Phosphorus & Nitrogen (P-N Rich),20.8,14,98.0
Pechay,Clay Loam,Organic Soil Conditioner (High Carbon),27.5,7,80.8
Kangkong,Clay Loam,High Nitrogen & Fiber (N-Rich),19.1,7,93.7
Pechay,Sandy Loam,Balanced Organic (High C / Moderate K),43.4,7,95.6
Kangkong,Volcanic / Silt Loam,High Nitrogen & Fiber (N-Rich),19.8,7,89.2
Kangkong,Volcanic / Silt Loam,High Nitrogen & Fiber (N-Rich),21.0,7,88.8
Pechay,Volcanic / Silt Loam,Balanced Organic (High C / Moderate K),34.4,7,96.6
Sili (Chili Pepper),Volcanic / Silt Loam,High Phosphorus & Nitrogen (P-N Rich),21.8,10,75.8
Kangkong,Clay Loam,Organic Soil Conditioner (High Carbon),30.7,7,80.0
Pechay,Clay Loam,High Nitrogen & Fiber (N-Rich),16.7,7,92.0
Kangkong,Sandy Loam,Balanced Organic (High C / Moderate K),42.5,7,94.6
Talong (Eggplant),Volcanic / Silt Loam,High Nitrogen & Fiber (N-Rich),41.0,14,80.4
Sili (Chili Pepper),Clay Loam,Organic Soil Conditioner (High Carbon),18.8,10,73.6
Kamatis (Tomato),Clay Loam,High Phosphorus & Nitrogen (P-N Rich),21.2,14,93.4
Kangkong,Sandy Loam,High Phosphorus & Nitrogen (P-N Rich),44.8,7,68.0
Talong (Eggplant),Sandy Loam,High Phosphorus & Nitrogen (P-N Rich),31.3,14,96.5
Kamatis (Tomato),Sandy Loam,Balanced Organic (High C / Moderate K),30.4,14,96.7
Kamatis (Tomato),Clay Loam,Balanced Organic (High C / Moderate K),21.9,14,97.5
Kangkong,Clay Loam,High Phosphorus & Nitrogen (P-N Rich),29.5,7,80.2
Pechay,Sandy Loam,Organic Soil Conditioner (High Carbon),43.5,7,81.6
Kangkong,Volcanic / Silt Loam,Organic Soil Conditioner (High Carbon),36.7,7,79.8
Talong (Eggplant),Sandy Loam,Balanced Organic (High C / Moderate K),31.7,14,94.0
Kamatis (Tomato),Sandy Loam,High Phosphorus & Nitrogen (P-N Rich),31.3,14,88.6
Kangkong,Sandy Loam,Organic Soil Conditioner (High Carbon),45.1,7,76.0
Pechay,Sandy Loam,Organic Soil Conditioner (High Carbon),42.7,7,73.5
Kangkong,Clay Loam,Organic Soil Conditioner (High Carbon),29.7,7,69.7
Sili (Chili Pepper),Volcanic / Silt Loam,Balanced Organic (High C / Moderate K),21.6,10,89.7
Pechay,Sandy Loam,High Phosphorus & Nitrogen (P-N Rich),43.2,7,75.0
Talong (Eggplant),Volcanic / Silt Loam,High Nitrogen & Fiber (N-Rich),40.3,14,75.4
Kamatis (Tomato),Volcanic / Silt Loam,High Phosphorus & Nitrogen (P-N Rich),24.6,14,96.6
Kangkong,Volcanic / Silt Loam,High Phosphorus & Nitrogen (P-N Rich),35.2,7,69.0
Pechay,Sandy Loam,Balanced Organic (High C / Moderate K),43.6,7,97.1
Sili (Chili Pepper),Clay Loam,Organic Soil Conditioner (High Carbon),18.6,10,76.9
Pechay,Sandy Loam,Organic Soil Conditioner (High Carbon),43.1,7,74.5
Sili (Chili Pepper),Volcanic / Silt Loam,Balanced Organic (High C / Moderate K),23.7,10,90.1
Talong (Eggplant),Volcanic / Silt Loam,Balanced Organic (High C / Moderate K),24.1,14,91.6
Kamatis (Tomato),Clay Loam,Balanced Organic (High C / Moderate K),20.9,14,96.6
Talong (Eggplant),Sandy Loam,Balanced Organic (High C / Moderate K),32.0,14,97.2
Kangkong,Volcanic / Silt Loam,Balanced Organic (High C / Moderate K),34.8,7,89.1
Pechay,Clay Loam,High Nitrogen & Fiber (N-Rich),17.2,7,88.9
Sili (Chili Pepper),Volcanic / Silt Loam,High Phosphorus & Nitrogen (P-N Rich),22.7,10,75.9
Sili (Chili Pepper),Clay Loam,High Phosphorus & Nitrogen (P-N Rich),18.7,10,71.2
Pechay,Clay Loam,High Phosphorus & Nitrogen (P-N Rich),27.3,7,69.9
Pechay,Sandy Loam,Organic Soil Conditioner (High Carbon),43.8,7,70.9
Kangkong,Volcanic / Silt Loam,High Nitrogen & Fiber (N-Rich),20.5,7,95.6
Talong (Eggplant),Sandy Loam,High Phosphorus & Nitrogen (P-N Rich),31.6,14,98.7
Sili (Chili Pepper),Volcanic / Silt Loam,Organic Soil Conditioner (High Carbon),21.4,10,69.5
Kangkong,Sandy Loam,High Nitrogen & Fiber (N-Rich),26.2,7,95.4
Talong (Eggplant),Volcanic / Silt Loam,High Nitrogen & Fiber (N-Rich),38.7,14,73.1
Kangkong,Sandy Loam,Organic Soil Conditioner (High Carbon),43.5,7,71.3
Sili (Chili Pepper),Clay Loam,High Nitrogen & Fiber (N-Rich),19.3,10,65.3
Pechay,Volcanic / Silt Loam,Organic Soil Conditioner (High Carbon),37.7,7,73.9
Pechay,Volcanic / Silt Loam,High Phosphorus & Nitrogen (P-N Rich),34.1,7,81.6
Talong (Eggplant),Clay Loam,Organic Soil Conditioner (High Carbon),32.5,14,71.1
Kamatis (Tomato),Sandy Loam,High Nitrogen & Fiber (N-Rich),52.1,14,78.6
Talong (Eggplant),Volcanic / Silt Loam,High Phosphorus & Nitrogen (P-N Rich),25.7,14,97.4
Kamatis (Tomato),Volcanic / Silt Loam,High Phosphorus & Nitrogen (P-N Rich),25.3,14,96.9
Kangkong,Sandy Loam,Balanced Organic (High C / Moderate K),43.2,7,92.8
Kangkong,Clay Loam,Balanced Organic (High C / Moderate K),29.7,7,91.2
Sili (Chili Pepper),Sandy Loam,High Nitrogen & Fiber (N-Rich),27.0,10,71.0
Kamatis (Tomato),Sandy Loam,Organic Soil Conditioner (High Carbon),50.8,14,69.3
Sili (Chili Pepper),Sandy Loam,Organic Soil Conditioner (High Carbon),28.1,10,69.2
Pechay,Volcanic / Silt Loam,High Nitrogen & Fiber (N-Rich),20.1,7,88.5
Kamatis (Tomato),Clay Loam,High Phosphorus & Nitrogen (P-N Rich),21.7,14,91.5
Talong (Eggplant),Clay Loam,High Nitrogen & Fiber (N-Rich),34.2,14,69.2
Pechay,Sandy Loam,High Nitrogen & Fiber (N-Rich),24.2,7,89.8
Pechay,Volcanic / Silt Loam,High Phosphorus & Nitrogen (P-N Rich),33.7,7,74.0
Talong (Eggplant),Sandy Loam,Organic Soil Conditioner (High Carbon),50.6,14,65.6
Pechay,Volcanic / Silt Loam,High Nitrogen & Fiber (N-Rich),20.8,7,88.4
Kamatis (Tomato),Volcanic / Silt Loam,Organic Soil Conditioner (High Carbon),39.5,14,72.3
Sili (Chili Pepper),Volcanic / Silt Loam,High Nitrogen & Fiber (N-Rich),23.5,10,72.7
Pechay,Volcanic / Silt Loam,High Phosphorus & Nitrogen (P-N Rich),35.1,7,69.6
Kamatis (Tomato),Clay Loam,High Phosphorus & Nitrogen (P-N Rich),19.7,14,89.3
Kangkong,Volcanic / Silt Loam,Balanced Organic (High C / Moderate K),35.5,7,92.9
Kamatis (Tomato),Volcanic / Silt Loam,High Phosphorus & Nitrogen (P-N Rich),26.9,14,95.1
Sili (Chili Pepper),Sandy Loam,Balanced Organic (High C / Moderate K),27.4,10,94.0
Kamatis (Tomato),Sandy Loam,High Nitrogen & Fiber (N-Rich),50.2,14,77.6
Talong (Eggplant),Clay Loam,Organic Soil Conditioner (High Carbon),35.5,14,76.5
Sili (Chili Pepper),Sandy Loam,High Phosphorus & Nitrogen (P-N Rich),25.9,10,79.9
Kangkong,Volcanic / Silt Loam,High Phosphorus & Nitrogen (P-N Rich),33.8,7,78.0
Talong (Eggplant),Sandy Loam,High Phosphorus & Nitrogen (P-N Rich),31.4,14,94.4
Kamatis (Tomato),Clay Loam,High Nitrogen & Fiber (N-Rich),33.5,14,72.3
Sili (Chili Pepper),Sandy Loam,Balanced Organic (High C / Moderate K),27.6,10,91.6
Kangkong,Sandy Loam,High Nitrogen & Fiber (N-Rich),24.3,7,93.3
Talong (Eggplant),Clay Loam,Organic Soil Conditioner (High Carbon),35.2,14,66.8
Kangkong,Clay Loam,High Nitrogen & Fiber (N-Rich),17.5,7,96.4
Kamatis (Tomato),Volcanic / Silt Loam,Organic Soil Conditioner (High Carbon),40.4,14,80.4
Kangkong,Sandy Loam,High Phosphorus & Nitrogen (P-N Rich),43.7,7,79.7
Pechay,Volcanic / Silt Loam,Organic Soil Conditioner (High Carbon),34.8,7,70.0
Talong (Eggplant),Sandy Loam,Organic Soil Conditioner (High Carbon),49.0,14,71.8
Kangkong,Sandy Loam,Balanced Organic (High C / Moderate K),45.0,7,94.3
Kamatis (Tomato),Volcanic / Silt Loam,Organic Soil Conditioner (High Carbon),40.4,14,73.7
Kamatis (Tomato),Sandy Loam,Organic Soil Conditioner (High Carbon),49.7,14,66.8
Kangkong,Sandy Loam,High Nitrogen & Fiber (N-Rich),25.6,7,98.7
Kamatis (Tomato),Sandy Loam,High Phosphorus & Nitrogen (P-N Rich),31.9,14,89.3
Sili (Chili Pepper),Clay Loam,High Nitrogen & Fiber (N-Rich),19.1,10,72.4
Sili (Chili Pepper),Volcanic / Silt Loam,High Nitrogen & Fiber (N-Rich),23.4,10,80.8
Sili (Chili Pepper),Clay Loam,High Phosphorus & Nitrogen (P-N Rich),19.7,10,79.4
Pechay,Volcanic / Silt Loam,High Phosphorus & Nitrogen (P-N Rich),35.6,7,70.0
Kangkong,Volcanic / Silt Loam,Organic Soil Conditioner (High Carbon),34.8,7,80.3
Pechay,Sandy Loam,Organic Soil Conditioner (High Carbon),43.5,7,81.6
Kamatis (Tomato),Volcanic / Silt Loam,Balanced Organic (High C / Moderate K),26.0,14,98.9
Pechay,Clay Loam,High Nitrogen & Fiber (N-Rich),18.1,7,93.2
Kamatis (Tomato),Clay Loam,High Phosphorus & Nitrogen (P-N Rich),23.3,14,91.5
Kamatis (Tomato),Clay Loam,Organic Soil Conditioner (High Carbon),34.1,14,66.3
Talong (Eggplant),Volcanic / Silt Loam,High Phosphorus & Nitrogen (P-N Rich),25.1,14,89.5
Sili (Chili Pepper),Clay Loam,Organic Soil Conditioner (High Carbon),17.7,10,78.2
Kamatis (Tomato),Volcanic / Silt Loam,Balanced Organic (High C / Moderate K),26.4,14,90.8
Talong (Eggplant),Clay Loam,Balanced Organic (High C / Moderate K),21.6,14,97.5
Sili (Chili Pepper),Clay Loam,High Phosphorus & Nitrogen (P-N Rich),20.2,10,75.4
Kamatis (Tomato),Volcanic / Silt Loam,Balanced Organic (High C / Moderate K),23.9,14,89.0
Kamatis (Tomato),Clay Loam,High Phosphorus & Nitrogen (P-N Rich),21.2,14,90.3
Pechay,Sandy Loam,Organic Soil Conditioner (High Carbon),43.6,7,76.2
Pechay,Volcanic / Silt Loam,High Nitrogen & Fiber (N-Rich),20.6,7,90.3
Sili (Chili Pepper),Volcanic / Silt Loam,Balanced Organic (High C / Moderate K),22.3,10,95.1
Kamatis (Tomato),Volcanic / Silt Loam,Organic Soil Conditioner (High Carbon),40.4,14,79.8
Kangkong,Sandy Loam,High Nitrogen & Fiber (N-Rich),24.5,7,93.9
Pechay,Volcanic / Silt Loam,High Nitrogen & Fiber (N-Rich),20.3,7,91.8
Sili (Chili Pepper),Clay Loam,High Nitrogen & Fiber (N-Rich),19.3,10,71.6
Kamatis (Tomato),Clay Loam,Organic Soil Conditioner (High Carbon),34.0,14,79.9
Kamatis (Tomato),Clay Loam,Organic Soil Conditioner (High Carbon),33.6,14,67.3
Kangkong,Volcanic / Silt Loam,High Phosphorus & Nitrogen (P-N Rich),34.1,7,69.9
Sili (Chili Pepper),Clay Loam,High Nitrogen & Fiber (N-Rich),19.5,10,75.5
Kamatis (Tomato),Volcanic / Silt Loam,High Nitrogen & Fiber (N-Rich),40.4,14,73.9
Pechay,Clay Loam,High Nitrogen & Fiber (N-Rich),19.1,7,90.3
Kangkong,Sandy Loam,High Phosphorus & Nitrogen (P-N Rich),44.7,7,77.6
Sili (Chili Pepper),Sandy Loam,High Nitrogen & Fiber (N-Rich),26.4,10,68.7
Kangkong,Sandy Loam,Organic Soil Conditioner (High Carbon),42.7,7,81.3
Pechay,Sandy Loam,High Nitrogen & Fiber (N-Rich),25.6,7,92.9
Sili (Chili Pepper),Volcanic / Silt Loam,Balanced Organic (High C / Moderate K),22.7,10,90.9
Kangkong,Clay Loam,Organic Soil Conditioner (High Carbon),29.7,7,74.7
Talong (Eggplant),Sandy Loam,High Phosphorus & Nitrogen (P-N Rich),32.0,14,98.4
Pechay,Volcanic / Silt Loam,High Nitrogen & Fiber (N-Rich),20.4,7,90.4
Pechay,Sandy Loam,Balanced Organic (High C / Moderate K),43.9,7,97.1
Pechay,Sandy Loam,High Phosphorus & Nitrogen (P-N Rich),42.2,7,79.4
Talong (Eggplant),Volcanic / Silt Loam,High Phosphorus & Nitrogen (P-N Rich),25.9,14,98.3
Talong (Eggplant),Volcanic / Silt Loam,Organic Soil Conditioner (High Carbon),38.2,14,72.3
Kamatis (Tomato),Clay Loam,High Phosphorus & Nitrogen (P-N Rich),22.6,14,94.2
Kangkong,Clay Loam,High Phosphorus & Nitrogen (P-N Rich),31.4,7,73.0
Kamatis (Tomato),Sandy Loam,High Phosphorus & Nitrogen (P-N Rich),30.2,14,89.5
Kangkong,Sandy Loam,High Phosphorus & Nitrogen (P-N Rich),44.4,7,65.1
Talong (Eggplant),Clay Loam,High Nitrogen & Fiber (N-Rich),33.2,14,66.7
Talong (Eggplant),Clay Loam,High Nitrogen & Fiber (N-Rich),33.5,14,80.5
Kamatis (Tomato),Volcanic / Silt Loam,High Nitrogen & Fiber (N-Rich),39.5,14,68.1
Sili (Chili Pepper),Clay Loam,High Nitrogen & Fiber (N-Rich),19.1,10,65.2
Kamatis (Tomato),Clay Loam,Balanced Organic (High C / Moderate K),21.5,14,94.8
Kangkong,Sandy Loam,High Nitrogen & Fiber (N-Rich),24.8,7,90.1
Kamatis (Tomato),Clay Loam,High Phosphorus & Nitrogen (P-N Rich),19.8,14,98.5
Pechay,Sandy Loam,High Nitrogen & Fiber (N-Rich),24.7,7,90.7
Kangkong,Clay Loam,High Nitrogen & Fiber (N-Rich),18.3,7,91.3
Kangkong,Volcanic / Silt Loam,Organic Soil Conditioner (High Carbon),35.7,7,72.8
Sili (Chili Pepper),Clay Loam,High Phosphorus & Nitrogen (P-N Rich),18.0,10,66.2
Talong (Eggplant),Clay Loam,High Nitrogen & Fiber (N-Rich),34.2,14,81.2
Kangkong,Clay Loam,High Nitrogen & Fiber (N-Rich),16.9,7,96.9
Talong (Eggplant),Sandy Loam,High Nitrogen & Fiber (N-Rich),51.4,14,81.5
Kamatis (Tomato),Volcanic / Silt Loam,Balanced Organic (High C / Moderate K),24.9,14,92.1
Pechay,Clay Loam,High Nitrogen & Fiber (N-Rich),16.0,7,90.0
Sili (Chili Pepper),Sandy Loam,Organic Soil Conditioner (High Carbon),27.3,10,81.7
Talong (Eggplant),Volcanic / Silt Loam,High Phosphorus & Nitrogen (P-N Rich),26.4,14,89.1
Kangkong,Sandy Loam,High Phosphorus & Nitrogen (P-N Rich),44.7,7,74.1
Talong (Eggplant),Sandy Loam,High Nitrogen & Fiber (N-Rich),50.1,14,76.3
Kangkong,Volcanic / Silt Loam,High Nitrogen & Fiber (N-Rich),19.2,7,91.2
Talong (Eggplant),Clay Loam,High Nitrogen & Fiber (N-Rich),34.6,14,81.0
Kangkong,Sandy Loam,High Phosphorus & Nitrogen (P-N Rich),42.9,7,68.9
Kamatis (Tomato),Sandy Loam,High Phosphorus & Nitrogen (P-N Rich),31.5,14,93.6
Kangkong,Clay Loam,Balanced Organic (High C / Moderate K),30.3,7,92.3
Kangkong,Clay Loam,Organic Soil Conditioner (High Carbon),28.7,7,71.3
Pechay,Volcanic / Silt Loam,Balanced Organic (High C / Moderate K),34.9,7,95.0
Kangkong,Volcanic / Silt Loam,Organic Soil Conditioner (High Carbon),35.3,7,71.2
Pechay,Volcanic / Silt Loam,Balanced Organic (High C / Moderate K),35.5,7,94.7
Sili (Chili Pepper),Clay Loam,High Phosphorus & Nitrogen (P-N Rich),19.2,10,71.2
Pechay,Sandy Loam,Balanced Organic (High C / Moderate K),43.2,7,93.4
Kamatis (Tomato),Sandy Loam,Organic Soil Conditioner (High Carbon),49.6,14,68.8
Pechay,Volcanic / Silt Loam,High Nitrogen & Fiber (N-Rich),19.7,7,96.5
Sili (Chili Pepper),Clay Loam,Organic Soil Conditioner (High Carbon),16.6,10,68.9
Kamatis (Tomato),Sandy Loam,High Nitrogen & Fiber (N-Rich),51.1,14,74.9
Talong (Eggplant),Volcanic / Silt Loam,High Phosphorus & Nitrogen (P-N Rich),24.9,14,97.6
Talong (Eggplant),Sandy Loam,Organic Soil Conditioner (High Carbon),50.9,14,65.3
Pechay,Sandy Loam,Balanced Organic (High C / Moderate K),44.7,7,92.7
